1337.6013	1362
1339.0226	577
1340.4439	1787
1341.8652	787
1343.2865	1671
1344.7078	339
1346.1291	659
1347.5504	-4065
1348.9717	1109
1350.393	1873
1351.8142	186
1353.2355	712
1354.6568	1392
1356.0781	584
1357.4994	1703
1358.9207	1604
1360.342	535
1361.7633	-3147
1363.1846	1125
1364.6059	2068
1366.0271	1351
1367.4484	1202
1368.8697	2045
1370.291	1477
1371.7123	1877
1373.1336	1737
1374.5549	1205
1375.9762	1803
1377.3975	2019
1378.8187	1571
1380.24	2069
1381.6613	2004
1383.0826	2047
1384.5039	2717
1385.9252	2554
1387.3465	2360
1388.7677	2423
1390.189	2205
1391.6103	2830
1393.0316	2381
1394.4529	2848
1395.8742	2431
1397.2954	3214
1398.7167	3514
1400.138	3380
1401.5593	3200
1402.9806	3507
1404.4019	4212
1405.8231	4238
1407.2444	4130
1408.6657	5106
1410.087	3988
1411.5083	4727
1412.9295	5205
1414.3508	6011
1415.7721	5679
1417.1934	6483
1418.6146	5742
1420.0359	7185
1421.4572	7265
1422.8785	6559
1424.2997	7992
1425.721	6321
1427.1423	8001
1428.5636	7929
1429.9848	8272
1431.4061	9319
1432.8274	9966
1434.2486	10078
1435.6699	10638
1437.0912	11065
1438.5124	11046
1439.9337	11872
1441.355	12432
1442.7762	12415
1444.1975	13851
1445.6188	13886
1447.04	14056
1448.4613	15939
1449.8826	15914
1451.3038	15865
1452.7251	17574
1454.1463	18023
1455.5676	17774
1456.9888	19172
1458.4101	19076
1459.8314	19436
1461.2526	20020
1462.6739	21399
1464.0951	22411
1465.5164	23623
1466.9376	23941
1468.3589	24753
1469.7801	26068
1471.2014	27498
1472.6226	29618
1474.0439	30180
1475.4651	31785
1476.8864	29356
1478.3076	32531
1479.7288	32293
1481.1501	34375
1482.5713	37117
1483.9926	35416
1485.4138	37923
1486.835	39376
1488.2563	40057
1489.6775	41229
1491.0987	40552
1492.52	43777
1493.9412	46092
1495.3624	46534
1496.7837	48338
1498.2049	50752
1499.6261	50459
1501.0473	53944
1502.4686	55589
1503.8898	55999
1505.311	58742
1506.7322	58300
1508.1534	60177
1509.5747	62517
1510.9959	63302
1512.4171	64054
1513.8383	66549
1515.2595	68695
1516.6807	70277
1518.1019	73282
1519.5232	76363
1520.9444	76466
1522.3656	79141
1523.7868	82566
1525.208	83471
1526.6292	85919
1528.0504	89337
1529.4716	89205
1530.8928	91762
1532.314	96486
1533.7352	96596
1535.1564	99088
1536.5776	100096
1537.9988	105625
1539.4199	107401
1540.8411	106048
1542.2623	109296
1543.6835	110943
1545.1047	113109
1546.5259	116376
1547.947	119170
1549.3682	120242
1550.7894	122031
1552.2106	123892
1553.6318	125878
1555.0529	127778
1556.4741	129495
1557.8953	129769
1559.3164	131521
1560.7376	133457
1562.1588	134564
1563.5799	133878
1565.0011	136259
1566.4222	131510
1567.8434	141246
1569.2646	138518
1570.6857	138097
1572.1069	136038
1573.528	136169
1574.9492	136052
1576.3703	132337
1577.7915	136703
1579.2126	129454
1580.6337	132844
1582.0549	131651
1583.476	131640
1584.8972	120742
1586.3183	126948
1587.7394	125710
1589.1606	123029
1590.5817	120134
1592.0028	119380
1593.4239	123006
1594.8451	115181
1596.2662	114983
1597.6873	112827
1599.1084	110897
1600.5295	109869
1601.9507	106785
1603.3718	105990
1604.7929	106165
1606.214	101408
1607.6351	100779
1609.0562	99982
1610.4773	96762
1611.8984	96055
1613.3195	94992
1614.7406	94300
1616.1617	91811
1617.5828	92612
1619.0039	91722
1620.4249	90449
1621.846	92315
1623.2671	90721
1624.6882	90927
1626.1093	89844
1627.5304	89934
1628.9514	93085
1630.3725	85718
1631.7936	90575
1633.2146	90501
1634.6357	86383
1636.0568	90324
1637.4778	88689
1638.8989	87210
1640.3199	89370
1641.741	87137
1643.1621	89223
1644.5831	85072
1646.0041	86272
1647.4252	86574
1648.8462	89384
1650.2673	86034
1651.6883	89606
1653.1094	87773
1654.5304	88227
1655.9514	89180
1657.3724	89227
1658.7935	90523
1660.2145	90872
1661.6355	89314
1663.0565	92015
1664.4776	91353
1665.8986	94682
1667.3196	93021
1668.7406	95798
1670.1616	96968
1671.5826	98325
1673.0036	97291
1674.4246	98109
1675.8456	99758
1677.2666	99821
1678.6876	98735
1680.1086	102644
1681.5296	99118
1682.9505	99607
1684.3715	100542
1685.7925	101852
1687.2135	100811
1688.6345	103055
1690.0554	102613
1691.4764	102317
1692.8974	103235
1694.3183	104814
1695.7393	103016
1697.1602	106248
1698.5812	103479
1700.0022	106537
1701.4231	105253
1702.844	107308
1704.265	108039
1705.6859	109032
1707.1069	112860
1708.5278	106386
1709.9487	108224
1711.3697	109507
1712.7906	110141
1714.2115	112180
1715.6324	109270
1717.0534	110589
1718.4743	110016
1719.8952	110189
1721.3161	110903
1722.737	110435
1724.1579	107990
1725.5788	108780
1726.9997	111477
1728.4206	111780
1729.8415	110412
1731.2624	111928
1732.6833	113593
1734.1042	110152
1735.5251	110231
1736.9459	109688
1738.3668	111166
1739.7877	114682
1741.2085	112851
1742.6294	115302
1744.0503	113914
1745.4711	114025
1746.892	117510
1748.3128	113661
1749.7337	118442
1751.1545	118333
1752.5754	117032
1753.9962	119635
1755.4171	118644
1756.8379	118413
1758.2587	115951
1759.6796	121600
1761.1004	115975
1762.5212	118011
1763.942	116388
1765.3628	119544
1766.7837	116086
1768.2045	115893
1769.6253	116021
1771.0461	115733
1772.4669	114869
1773.8877	114216
1775.3085	115267
1776.7293	117056
1778.15	112959
1779.5708	112822
1780.9916	113022
1782.4124	113405
1783.8332	112092
1785.2539	116427
1786.6747	111552
1788.0955	111200
1789.5162	110730
1790.937	112998
1792.3577	108783
1793.7785	109803
1795.1992	108921
1796.62	107279
1798.0407	106434
1799.4614	108786
1800.8822	102389
1802.3029	105385
1803.7236	101820
1805.1444	103182
1806.5651	100946
1807.9858	97984
1809.4065	97093
1810.8272	97036
1812.2479	93559
1813.6686	93301
1815.0893	89997
1816.51	89060
1817.9307	82280
1819.3514	88046
1820.7721	87218
1822.1927	86988
1823.6134	80269
1825.0341	82370
1826.4547	78869
1827.8754	78570
1829.2961	78181
1830.7167	78929
1832.1374	74666
1833.558	71195
1834.9787	1440
1836.3993	72250
1837.82	67849
1839.2406	71338
1840.6612	75641
1842.0818	74116
1843.5025	74098
1844.9231	66392
1846.3437	64928
1847.7643	71795
1849.1849	71796
1850.6055	67198
1852.0261	66515
1853.4467	64839
1854.8673	64911
1856.2879	62165
1857.7085	64368
1859.1291	67119
1860.5496	66912
1861.9702	65143
1863.3908	60913
1864.8113	56189
1866.2319	51348
1867.6525	50614
1869.073	47787
1870.4936	49173
1871.9141	50353
1873.3347	54600
1874.7552	55059
1876.1757	58698
1877.5962	58008
1879.0168	60608
1880.4373	55259
1881.8578	54157
1883.2783	54370
1884.6988	55924
1886.1193	52076
1887.5398	52165
1888.9603	50556
1890.3808	49339
1891.8013	50769
1893.2218	49994
1894.6423	34024
1896.0627	43690
1897.4832	42400
1898.9037	42625
1900.3241	42470
1901.7446	39580
1903.165	39001
1904.5855	39295
1906.0059	41173
1907.4264	40685
1908.8468	37922
1910.2672	37609
1911.6877	36455
1913.1081	36404
1914.5285	37488
1915.9489	35586
1917.3693	30432
1918.7897	33673
1920.2101	27244
1921.6305	35004
1923.0509	32984
1924.4713	33688
1925.8917	31472
1927.3121	32354
1928.7325	31597
1930.1528	39940
1931.5732	31197
1932.9936	30095
1934.4139	29050
1935.8343	29122
1937.2546	28571
1938.675	28110
1940.0953	27745
1941.5156	27966
1942.936	25963
1944.3563	26135
1945.7766	25082
1947.1969	25474
1948.6172	23316
1950.0375	24045
1951.4578	22062
1952.8781	26582
1954.2984	21257
1955.7187	21219
1957.139	22910
1958.5593	19913
1959.9795	18854
1961.3998	18546
1962.8201	17286
1964.2403	17934
1965.6606	17350
1967.0808	16985
1968.5011	15729
1969.9213	14766
1971.3416	14740
1972.7618	14698
1974.182	15637
1975.6022	13678
1977.0225	12198
1978.4427	12470
1979.8629	12442
1981.2831	10880
1982.7033	12085
1984.1235	10200
1985.5436	11039
1986.9638	10187
1988.384	9841
1989.8042	9708
1991.2243	9957
1992.6445	8923
1994.0647	7901
1995.4848	8290
1996.905	7876
1998.3251	7571
1999.7452	7833
2001.1654	6378
2002.5855	7264
2004.0056	6688
2005.4257	6647
2006.8459	6224
2008.266	5558
2009.6861	5585
2011.1062	5304
2012.5263	4609
2013.9463	4943
2015.3664	3904
2016.7865	4506
2018.2066	4447
2019.6266	3305
2021.0467	3559
2022.4668	3454
2023.8868	3694
2025.3068	2516
2026.7269	2605
2028.1469	3534
2029.567	3988
2030.987	2494
2032.407	2553
2033.827	2189
2035.247	3029
2036.667	2923
2038.087	2091
2039.507	2346
2040.927	2070
