BinCenter (ps);Histo01;Histo02;Histo03;Histo04
1140.5;0;0;46;35
1141.5;0;0;41;38
1142.5;0;0;47;55
1143.5;0;0;36;44
1144.5;0;0;40;47
1145.5;0;0;56;29
1146.5;0;0;53;43
1147.5;0;0;41;41
1148.5;0;0;59;53
1149.5;0;0;43;45
1150.5;0;0;45;39
1151.5;0;0;38;40
1152.5;0;0;57;51
1153.5;0;0;44;37
1154.5;0;0;46;48
1155.5;0;0;47;53
1156.5;0;0;51;39
1157.5;0;0;51;38
1158.5;0;0;53;42
1159.5;0;0;58;56
1160.5;0;0;47;53
1161.5;0;0;58;39
1162.5;0;0;61;34
1163.5;0;0;67;48
1164.5;0;0;67;47
1165.5;0;0;51;46
1166.5;0;0;65;51
1167.5;0;0;57;41
1168.5;0;0;64;47
1169.5;0;0;54;44
1170.5;0;0;51;47
1171.5;0;0;55;47
1172.5;0;0;56;47
1173.5;0;0;59;46
1174.5;0;0;70;41
1175.5;0;0;59;32
1176.5;0;0;60;37
1177.5;0;0;54;50
1178.5;0;0;71;43
1179.5;0;0;66;41
1180.5;0;0;62;37
1181.5;0;0;53;36
1182.5;0;0;56;33
1183.5;0;0;57;46
1184.5;0;0;60;44
1185.5;0;0;56;35
1186.5;0;0;67;60
1187.5;0;0;63;43
1188.5;0;0;46;42
1189.5;0;0;61;50
1190.5;0;0;57;52
1191.5;0;0;64;46
1192.5;0;0;50;40
1193.5;0;0;50;39
1194.5;0;0;55;36
1195.5;0;0;51;48
1196.5;0;0;46;32
1197.5;0;0;44;38
1198.5;0;0;52;42
1199.5;0;0;56;52
1200.5;0;0;39;49
1201.5;0;0;57;42
1202.5;0;0;53;45
1203.5;0;0;58;52
1204.5;0;0;51;38
1205.5;0;0;42;38
1206.5;0;0;40;43
1207.5;0;0;32;39
1208.5;0;0;45;50
1209.5;0;0;43;49
1210.5;0;0;56;53
1211.5;0;0;55;37
1212.5;0;0;53;38
1213.5;0;0;54;46
1214.5;0;0;56;38
1215.5;0;0;46;43
1216.5;0;0;50;50
1217.5;0;0;39;44
1218.5;0;0;42;54
1219.5;0;0;41;37
1220.5;0;1;39;48
1221.5;0;0;53;30
1222.5;0;0;43;41
1223.5;0;0;39;41
1224.5;0;0;49;39
1225.5;0;0;42;51
1226.5;0;0;48;40
1227.5;0;0;46;55
1228.5;0;0;48;47
1229.5;0;0;54;42
1230.5;0;0;42;38
1231.5;0;0;51;44
1232.5;0;0;45;39
1233.5;0;0;41;40
1234.5;0;0;35;38
1235.5;0;0;49;44
1236.5;0;0;32;40
1237.5;0;0;38;31
1238.5;0;0;62;44
1239.5;0;0;45;42
1240.5;0;0;46;43
1241.5;0;0;47;42
1242.5;0;0;56;49
1243.5;0;0;50;32
1244.5;0;0;53;36
1245.5;0;0;42;44
1246.5;0;0;46;42
1247.5;0;0;49;60
1248.5;0;0;56;39
1249.5;0;0;55;42
1250.5;0;0;75;46
1251.5;0;0;53;48
1252.5;0;0;53;40
1253.5;0;0;54;41
1254.5;1;0;51;49
1255.5;0;0;55;33
1256.5;0;0;41;49
1257.5;0;0;46;38
1258.5;0;0;56;45
1259.5;0;0;47;47
1260.5;0;0;35;46
1261.5;0;0;37;42
1262.5;0;0;50;45
1263.5;0;0;52;59
1264.5;0;0;42;46
1265.5;0;0;41;37
1266.5;0;0;41;46
1267.5;0;0;31;32
1268.5;0;0;40;34
1269.5;0;0;51;48
1270.5;0;0;41;43
1271.5;0;0;44;51
1272.5;0;0;34;57
1273.5;0;0;45;49
1274.5;0;0;51;39
1275.5;0;0;50;48
1276.5;0;0;53;43
1277.5;0;0;33;42
1278.5;0;0;47;38
1279.5;0;0;44;32
1280.5;0;0;57;43
1281.5;0;0;50;43
1282.5;0;0;41;55
1283.5;0;0;45;50
1284.5;0;0;60;44
1285.5;0;0;47;39
1286.5;0;0;36;44
1287.5;0;0;40;41
1288.5;0;0;43;67
1289.5;0;0;39;49
1290.5;0;0;54;43
1291.5;0;0;43;47
1292.5;0;0;62;44
1293.5;0;0;42;46
1294.5;0;0;41;45
1295.5;0;0;40;45
1296.5;0;0;52;46
1297.5;0;0;41;41
1298.5;0;0;51;50
1299.5;0;0;58;39
1300.5;0;0;54;48
1301.5;0;0;42;43
1302.5;0;0;49;42
1303.5;0;0;34;37
1304.5;0;0;42;34
1305.5;0;0;45;47
1306.5;0;0;37;49
1307.5;0;0;40;48
1308.5;0;0;37;44
1309.5;0;0;59;50
1310.5;0;0;41;42
1311.5;0;0;59;42
1312.5;0;0;45;46
1313.5;0;0;39;50
1314.5;0;0;49;32
1315.5;0;0;52;43
1316.5;0;0;38;35
1317.5;0;0;32;49
1318.5;0;0;46;41
1319.5;0;0;47;39
1320.5;0;0;41;43
1321.5;0;0;50;39
1322.5;0;0;51;49
1323.5;0;0;36;56
1324.5;0;0;37;43
1325.5;0;0;33;39
1326.5;0;0;29;35
1327.5;0;0;46;43
1328.5;0;0;47;45
1329.5;0;0;45;49
1330.5;0;0;48;44
1331.5;0;0;41;47
1332.5;0;0;38;46
1333.5;0;0;57;53
1334.5;0;0;45;56
1335.5;0;0;37;43
1336.5;0;0;44;35
1337.5;0;0;54;48
1338.5;0;0;43;49
1339.5;0;0;50;33
1340.5;0;0;44;47
1341.5;0;0;40;57
1342.5;0;0;55;60
1343.5;0;0;41;38
1344.5;0;0;34;44
1345.5;0;0;41;42
1346.5;0;0;39;44
1347.5;0;0;41;31
1348.5;0;0;40;46
1349.5;0;0;49;52
1350.5;0;0;60;37
1351.5;0;0;46;47
1352.5;0;0;49;40
1353.5;0;0;43;50
1354.5;0;0;47;43
1355.5;0;0;41;46
1356.5;0;0;50;48
1357.5;0;0;47;37
1358.5;0;0;55;36
1359.5;0;0;50;34
1360.5;0;0;40;45
1361.5;0;0;33;46
1362.5;0;0;35;51
1363.5;0;0;38;45
1364.5;0;0;44;38
1365.5;0;0;39;29
1366.5;0;0;39;30
1367.5;0;0;41;42
1368.5;0;0;45;44
1369.5;0;0;47;40
1370.5;0;0;42;40
1371.5;0;0;44;49
1372.5;0;0;46;43
1373.5;0;0;46;42
1374.5;0;0;30;30
1375.5;0;0;53;43
1376.5;0;0;42;55
1377.5;0;0;46;46
1378.5;0;0;39;37
1379.5;0;0;35;45
1380.5;0;0;46;54
1381.5;0;0;40;44
1382.5;0;0;44;38
1383.5;0;0;54;34
1384.5;0;0;34;52
1385.5;0;0;41;40
1386.5;0;0;34;53
1387.5;0;0;50;38
1388.5;0;0;52;36
1389.5;0;0;33;48
1390.5;0;0;40;37
1391.5;0;0;45;52
1392.5;0;0;45;54
1393.5;0;0;57;40
1394.5;0;0;47;34
1395.5;0;0;44;44
1396.5;0;0;43;45
1397.5;0;0;52;44
1398.5;0;0;40;45
1399.5;0;0;47;46
1400.5;0;0;46;39
1401.5;0;0;47;45
1402.5;0;0;42;37
1403.5;0;0;41;51
1404.5;0;0;43;46
1405.5;0;0;35;44
1406.5;0;0;40;41
1407.5;0;0;52;34
1408.5;0;0;42;34
1409.5;0;0;37;46
1410.5;0;0;59;38
1411.5;0;0;37;33
1412.5;0;0;42;37
1413.5;0;0;41;34
1414.5;0;0;49;47
1415.5;0;0;45;43
1416.5;0;0;47;48
1417.5;0;0;39;42
1418.5;0;0;52;45
1419.5;0;0;57;47
1420.5;0;0;39;35
1421.5;0;0;45;37
1422.5;0;0;51;40
1423.5;0;0;40;38
1424.5;0;0;40;42
1425.5;0;0;44;36
1426.5;0;0;54;54
1427.5;0;0;51;39
1428.5;0;0;52;57
1429.5;0;0;45;36
1430.5;0;0;38;49
1431.5;0;0;45;40
1432.5;0;0;39;47
1433.5;0;0;44;50
1434.5;0;0;47;26
1435.5;0;0;37;34
1436.5;0;0;45;43
1437.5;0;0;50;41
1438.5;0;0;40;54
1439.5;0;0;60;31
1440.5;0;0;45;31
1441.5;0;0;45;43
1442.5;0;0;34;45
1443.5;0;0;35;47
1444.5;0;0;51;46
1445.5;0;0;45;53
1446.5;0;0;49;45
1447.5;0;0;36;35
1448.5;0;0;50;40
1449.5;0;0;39;52
1450.5;0;0;41;53
1451.5;0;0;40;48
1452.5;0;0;41;49
1453.5;0;0;40;35
1454.5;0;0;54;45
1455.5;0;0;35;37
1456.5;0;0;51;47
1457.5;0;0;46;37
1458.5;0;0;52;49
1459.5;0;0;53;54
1460.5;0;0;43;43
1461.5;0;0;45;47
1462.5;0;0;41;49
1463.5;0;0;46;42
1464.5;0;0;45;42
1465.5;0;0;39;49
1466.5;0;0;40;40
1467.5;0;0;47;39
1468.5;0;0;37;40
1469.5;0;0;47;35
1470.5;0;0;38;46
1471.5;0;0;37;43
1472.5;0;0;43;41
1473.5;0;0;36;44
1474.5;0;0;48;53
1475.5;0;0;37;45
1476.5;0;0;45;35
1477.5;0;0;39;47
1478.5;0;0;41;38
1479.5;0;0;44;53
1480.5;0;0;53;37
1481.5;0;0;36;36
1482.5;0;0;40;45
1483.5;0;0;41;39
1484.5;0;0;44;46
1485.5;0;0;41;37
1486.5;0;0;39;44
1487.5;0;0;43;50
1488.5;0;0;39;50
1489.5;0;0;57;41
1490.5;0;0;42;41
1491.5;0;0;51;31
1492.5;0;0;55;49
1493.5;0;0;53;55
1494.5;0;0;41;40
1495.5;0;0;42;31
1496.5;0;0;58;47
1497.5;0;0;45;36
1498.5;0;0;45;44
1499.5;0;0;45;43
1500.5;0;0;37;42
1501.5;0;0;43;43
1502.5;0;0;45;45
1503.5;0;0;33;37
1504.5;0;0;54;44
1505.5;0;0;49;46
1506.5;0;0;33;40
1507.5;0;0;47;41
1508.5;0;0;40;39
1509.5;0;0;46;27
1510.5;0;0;43;44
1511.5;0;0;38;40
1512.5;0;0;55;37
1513.5;0;0;36;37
1514.5;0;0;50;42
1515.5;0;0;47;42
1516.5;0;0;48;47
1517.5;0;0;59;36
1518.5;0;0;48;38
1519.5;0;0;38;51
1520.5;0;0;45;55
1521.5;0;0;44;42
1522.5;0;0;49;51
1523.5;0;0;41;56
1524.5;0;0;47;45
1525.5;0;0;38;37
1526.5;0;0;36;56
1527.5;0;0;40;42
1528.5;0;0;38;45
1529.5;0;0;52;41
1530.5;0;0;43;36
1531.5;0;0;39;43
1532.5;0;0;51;51
1533.5;0;0;45;39
1534.5;0;0;45;43
1535.5;0;0;43;36
1536.5;0;0;54;38
1537.5;0;0;49;39
1538.5;0;0;40;49
1539.5;0;0;46;36
1540.5;0;0;45;48
1541.5;0;0;52;48
1542.5;0;0;63;42
1543.5;0;0;49;55
1544.5;0;0;40;39
1545.5;0;0;41;39
1546.5;0;0;39;41
1547.5;0;0;43;50
1548.5;0;0;49;32
1549.5;0;0;45;41
1550.5;0;0;37;40
1551.5;0;0;47;41
1552.5;0;0;37;41
1553.5;0;0;36;36
1554.5;0;0;52;38
1555.5;0;0;41;39
1556.5;0;0;40;47
1557.5;0;0;52;48
1558.5;0;0;43;40
1559.5;0;0;36;37
1560.5;0;0;49;43
1561.5;0;0;51;41
1562.5;0;0;58;49
1563.5;0;0;45;47
1564.5;0;0;39;55
1565.5;0;0;65;40
1566.5;0;0;43;46
1567.5;0;0;44;40
1568.5;0;0;39;41
1569.5;0;0;41;35
1570.5;0;0;41;43
1571.5;0;0;50;58
1572.5;0;0;42;39
1573.5;0;0;40;59
1574.5;0;0;32;30
1575.5;0;0;35;41
1576.5;0;0;45;46
1577.5;0;0;39;36
1578.5;0;0;51;44
1579.5;0;0;46;46
1580.5;0;0;46;37
1581.5;0;0;53;43
1582.5;0;0;38;30
1583.5;0;0;49;38
1584.5;0;0;47;51
1585.5;0;0;42;39
1586.5;0;0;38;47
1587.5;0;0;34;42
1588.5;0;0;42;37
1589.5;0;0;41;51
1590.5;0;0;47;49
1591.5;0;0;45;36
1592.5;0;0;42;45
1593.5;0;0;45;35
1594.5;0;0;33;45
1595.5;0;0;37;38
1596.5;0;0;38;50
1597.5;0;0;55;43
1598.5;0;0;45;28
1599.5;0;0;41;36
1600.5;0;0;41;39
1601.5;0;0;47;37
1602.5;0;0;38;29
1603.5;0;0;39;43
1604.5;0;0;41;39
1605.5;0;0;43;39
1606.5;0;0;57;47
1607.5;0;0;40;49
1608.5;0;0;52;34
1609.5;0;0;53;39
1610.5;0;0;41;37
1611.5;0;0;42;44
1612.5;0;0;39;40
1613.5;0;0;49;52
1614.5;0;0;33;45
1615.5;0;0;40;47
1616.5;0;0;45;45
1617.5;0;0;42;31
1618.5;0;0;39;43
1619.5;0;0;46;31
1620.5;0;0;46;37
1621.5;0;0;47;43
1622.5;0;0;46;51
1623.5;0;0;41;31
1624.5;0;0;45;38
1625.5;0;0;55;43
1626.5;0;0;50;38
1627.5;0;0;48;42
1628.5;0;0;38;30
1629.5;0;0;38;38
1630.5;0;0;54;42
1631.5;0;0;36;30
1632.5;0;0;50;45
1633.5;0;0;33;42
1634.5;0;0;39;38
1635.5;0;0;38;34
1636.5;0;0;48;50
1637.5;0;0;43;40
1638.5;0;0;40;43
1639.5;0;0;36;38
1640.5;0;0;44;38
1641.5;0;0;42;41
1642.5;0;0;53;51
1643.5;0;0;44;36
1644.5;0;0;42;40
1645.5;0;0;39;45
1646.5;0;0;44;37
1647.5;0;0;49;53
1648.5;0;0;41;43
1649.5;0;0;48;45
1650.5;0;0;53;49
1651.5;0;0;54;37
1652.5;0;0;45;37
1653.5;0;0;58;42
1654.5;0;0;33;37
1655.5;0;0;62;47
1656.5;0;0;31;52
1657.5;0;0;38;54
1658.5;0;0;53;44
1659.5;0;0;48;41
1660.5;0;0;44;40
1661.5;0;0;44;38
1662.5;0;0;46;34
1663.5;0;0;44;36
1664.5;0;0;38;47
1665.5;0;0;53;44
1666.5;0;0;39;43
1667.5;0;0;50;45
1668.5;0;0;44;46
1669.5;0;0;39;48
1670.5;0;0;46;38
1671.5;0;0;41;40
1672.5;0;0;50;40
1673.5;0;0;39;48
1674.5;0;0;43;44
1675.5;0;0;31;50
1676.5;0;0;39;39
1677.5;0;0;41;43
1678.5;0;0;44;43
1679.5;0;0;40;31
1680.5;0;0;45;48
1681.5;0;0;47;48
1682.5;0;0;43;51
1683.5;0;0;39;60
1684.5;0;0;44;38
1685.5;0;0;29;41
1686.5;0;0;47;56
1687.5;0;0;33;43
1688.5;0;0;47;37
1689.5;0;0;51;47
1690.5;0;0;39;35
1691.5;0;0;39;36
1692.5;0;0;44;46
1693.5;0;0;35;42
1694.5;0;0;32;43
1695.5;0;0;44;43
1696.5;0;0;41;43
1697.5;0;0;45;35
1698.5;0;0;52;34
1699.5;0;0;45;42
1700.5;0;0;44;38
1701.5;0;0;36;53
1702.5;0;0;43;42
1703.5;0;0;41;44
1704.5;0;0;37;48
1705.5;0;0;35;36
1706.5;0;0;44;52
1707.5;0;0;45;31
1708.5;0;0;30;49
1709.5;0;0;46;37
1710.5;0;0;46;32
1711.5;0;0;40;52
1712.5;0;0;46;42
1713.5;0;0;38;39
1714.5;0;0;48;47
1715.5;0;0;45;30
1716.5;0;0;40;41
1717.5;0;0;41;35
1718.5;0;0;40;29
1719.5;0;0;38;44
1720.5;0;0;48;44
1721.5;0;0;44;61
1722.5;0;0;44;46
1723.5;0;0;40;38
1724.5;0;0;41;40
1725.5;0;0;45;40
1726.5;0;0;50;32
1727.5;0;0;53;41
1728.5;0;0;42;45
1729.5;0;0;35;40
1730.5;0;0;41;34
1731.5;0;0;45;52
1732.5;0;0;44;50
1733.5;0;0;46;42
1734.5;0;0;32;39
1735.5;0;0;36;36
1736.5;0;0;47;41
1737.5;0;0;46;50
1738.5;0;0;36;46
1739.5;0;0;40;57
1740.5;0;0;38;37
1741.5;0;0;52;39
1742.5;0;0;46;39
1743.5;0;0;47;34
1744.5;0;0;48;37
1745.5;0;0;49;48
1746.5;0;0;40;46
1747.5;0;0;41;38
1748.5;0;0;51;35
1749.5;0;0;45;53
1750.5;0;0;34;45
1751.5;0;0;37;48
1752.5;0;0;49;49
1753.5;0;0;36;45
1754.5;0;0;58;45
1755.5;0;0;40;42
1756.5;0;0;34;48
1757.5;0;0;34;33
1758.5;0;0;60;31
1759.5;0;0;43;45
1760.5;0;0;45;51
1761.5;0;0;43;33
1762.5;0;0;40;40
1763.5;0;0;33;47
1764.5;0;0;40;45
1765.5;0;0;38;39
1766.5;0;0;33;43
1767.5;0;0;42;35
1768.5;0;0;46;37
1769.5;0;0;43;38
1770.5;0;0;50;36
1771.5;0;0;37;34
1772.5;0;0;52;47
1773.5;0;0;32;50
1774.5;0;0;40;50
1775.5;0;0;49;49
1776.5;0;0;45;35
1777.5;0;0;41;37
1778.5;0;0;36;37
1779.5;0;0;37;41
1780.5;0;0;35;45
1781.5;0;0;41;44
1782.5;0;0;37;37
1783.5;0;0;29;45
1784.5;0;0;51;37
1785.5;0;0;52;45
1786.5;0;0;43;37
1787.5;0;0;42;39
1788.5;0;0;52;38
1789.5;0;0;31;41
1790.5;0;0;49;38
1791.5;0;0;46;48
1792.5;0;0;42;42
1793.5;0;0;48;39
1794.5;0;0;37;41
1795.5;0;0;38;30
1796.5;0;0;51;46
1797.5;0;0;54;39
1798.5;0;0;64;37
1799.5;0;0;32;56
1800.5;0;0;35;35
1801.5;0;0;44;40
1802.5;0;0;48;27
1803.5;0;0;46;46
1804.5;0;0;47;39
1805.5;0;0;48;32
1806.5;0;0;45;40
1807.5;0;0;36;39
1808.5;0;0;38;44
1809.5;0;0;49;44
1810.5;0;0;44;46
1811.5;0;0;46;43
1812.5;0;0;38;51
1813.5;0;0;46;41
1814.5;0;0;37;38
1815.5;0;0;46;33
1816.5;0;0;46;40
1817.5;0;0;41;38
1818.5;0;0;58;43
1819.5;0;0;45;43
1820.5;0;0;42;44
1821.5;0;0;44;40
1822.5;0;0;50;41
1823.5;0;0;42;46
1824.5;0;0;33;32
1825.5;0;0;49;46
1826.5;0;0;37;47
1827.5;0;0;40;39
1828.5;0;0;46;45
1829.5;0;0;42;45
1830.5;0;0;45;31
1831.5;0;0;45;34
1832.5;0;0;46;38
1833.5;0;0;33;41
1834.5;0;0;47;37
1835.5;0;0;55;44
1836.5;0;0;32;33
1837.5;0;0;45;46
1838.5;0;0;50;36
1839.5;0;0;27;42
1840.5;0;0;52;39
1841.5;0;0;35;53
1842.5;0;0;36;38
1843.5;0;0;43;42
1844.5;0;0;36;46
1845.5;0;0;39;41
1846.5;0;0;42;42
1847.5;0;0;39;43
1848.5;0;0;37;42
1849.5;0;0;45;51
1850.5;0;0;35;44
1851.5;0;0;46;40
1852.5;0;0;42;51
1853.5;0;0;49;36
1854.5;0;0;31;43
1855.5;0;0;42;30
1856.5;0;0;50;44
1857.5;0;0;31;49
1858.5;0;0;46;51
1859.5;0;0;43;51
1860.5;0;0;47;29
1861.5;0;0;36;35
1862.5;0;0;55;35
1863.5;0;0;46;44
1864.5;0;0;45;44
1865.5;0;0;42;52
1866.5;0;0;40;45
1867.5;0;0;50;44
1868.5;0;0;36;39
1869.5;0;0;49;42
1870.5;0;0;46;52
1871.5;0;0;40;41
1872.5;0;0;34;33
1873.5;0;0;44;40
1874.5;0;0;46;39
1875.5;0;0;38;44
1876.5;0;0;37;45
1877.5;0;0;37;52
1878.5;0;0;34;36
1879.5;0;0;44;40
1880.5;0;1;50;39
1881.5;0;0;41;42
1882.5;0;0;37;47
1883.5;0;0;53;51
1884.5;0;0;39;42
1885.5;0;0;45;34
1886.5;0;0;34;48
1887.5;0;0;43;48
1888.5;0;0;41;46
1889.5;0;0;51;48
1890.5;0;0;42;50
1891.5;0;0;33;50
1892.5;0;0;50;41
1893.5;0;0;41;38
1894.5;0;0;39;53
1895.5;0;0;46;42
1896.5;0;0;38;44
1897.5;0;0;44;29
1898.5;0;0;40;42
1899.5;0;0;46;39
1900.5;0;0;52;37
1901.5;0;0;37;43
1902.5;0;0;38;32
1903.5;0;0;45;46
1904.5;0;0;37;38
1905.5;0;0;38;47
1906.5;0;0;40;36
1907.5;0;0;56;54
1908.5;0;0;49;42
1909.5;0;0;45;44
1910.5;0;0;43;44
1911.5;0;0;48;32
1912.5;0;0;31;45
1913.5;0;0;48;39
1914.5;0;0;45;35
1915.5;0;0;57;47
1916.5;0;0;49;45
1917.5;0;0;35;53
1918.5;0;0;43;45
1919.5;0;0;41;52
1920.5;0;0;37;43
1921.5;0;0;47;36
1922.5;0;0;45;34
1923.5;0;0;38;34
1924.5;0;0;42;47
1925.5;0;0;45;40
1926.5;0;0;51;40
1927.5;0;0;36;40
1928.5;0;0;52;36
1929.5;0;0;38;46
1930.5;0;0;45;45
1931.5;0;0;47;43
1932.5;0;0;53;44
1933.5;0;0;43;33
1934.5;0;0;40;41
1935.5;0;0;37;40
1936.5;0;0;38;30
1937.5;0;0;42;38
1938.5;0;0;52;39
1939.5;0;0;45;34
1940.5;0;0;48;41
1941.5;0;0;39;42
1942.5;0;0;42;37
1943.5;0;0;38;31
1944.5;0;0;51;38
1945.5;0;0;45;37
1946.5;0;0;64;36
1947.5;0;0;44;43
1948.5;0;0;42;47
1949.5;0;0;45;35
1950.5;0;0;37;45
1951.5;0;0;42;49
1952.5;0;0;27;30
1953.5;0;0;35;41
1954.5;0;0;45;44
1955.5;0;0;41;38
1956.5;0;0;41;42
1957.5;0;0;52;36
1958.5;0;0;40;40
1959.5;0;0;37;52
1960.5;0;0;42;46
1961.5;0;0;34;42
1962.5;0;0;40;49
1963.5;0;0;35;49
1964.5;0;0;40;43
1965.5;0;0;51;41
1966.5;0;0;45;36
1967.5;0;0;39;48
1968.5;0;0;34;41
1969.5;0;0;46;33
1970.5;0;0;40;58
1971.5;0;0;50;44
1972.5;0;0;41;36
1973.5;0;0;56;40
1974.5;0;0;41;53
1975.5;0;0;44;40
1976.5;0;0;38;45
1977.5;0;0;46;44
1978.5;0;0;49;26
1979.5;0;0;34;46
1980.5;0;0;42;44
1981.5;0;0;42;53
1982.5;0;0;42;39
1983.5;0;0;44;37
1984.5;0;0;49;44
1985.5;0;0;35;48
1986.5;0;0;29;50
1987.5;0;0;42;40
1988.5;0;0;41;52
1989.5;0;0;49;50
1990.5;0;0;40;37
1991.5;0;0;48;46
1992.5;0;0;37;47
1993.5;0;0;50;47
1994.5;0;0;38;49
1995.5;0;0;37;50
1996.5;0;0;45;49
1997.5;0;0;38;40
1998.5;0;0;33;42
1999.5;0;0;56;36
2000.5;0;0;42;58
2001.5;0;0;35;41
2002.5;0;0;56;34
2003.5;0;0;39;45
2004.5;0;0;43;48
2005.5;0;0;39;39
2006.5;0;0;49;44
2007.5;0;0;39;56
2008.5;0;0;41;39
2009.5;0;0;31;50
2010.5;0;0;47;45
2011.5;0;0;50;37
2012.5;0;0;41;39
2013.5;0;0;45;53
2014.5;0;0;48;50
2015.5;0;0;40;34
2016.5;0;0;34;37
2017.5;0;0;51;43
2018.5;0;0;31;29
2019.5;0;0;26;42
2020.5;0;0;39;35
2021.5;0;0;46;50
2022.5;0;0;39;44
2023.5;0;0;40;48
2024.5;0;0;50;42
2025.5;0;0;41;42
2026.5;0;0;40;48
2027.5;0;0;50;23
2028.5;0;0;34;33
2029.5;0;0;40;57
2030.5;0;0;40;57
2031.5;0;0;35;43
2032.5;0;0;45;47
2033.5;0;0;52;39
2034.5;0;0;46;41
2035.5;0;0;32;40
2036.5;0;0;36;41
2037.5;0;0;48;49
2038.5;0;0;45;34
2039.5;0;0;38;43
2040.5;0;0;43;46
2041.5;0;0;50;43
2042.5;0;0;30;34
2043.5;0;0;45;43
2044.5;0;0;52;32
2045.5;0;0;38;42
2046.5;0;0;48;56
2047.5;0;0;31;37
2048.5;0;0;39;42
2049.5;0;0;38;40
2050.5;0;0;32;39
2051.5;0;0;45;46
2052.5;0;0;43;36
2053.5;0;0;47;37
2054.5;0;0;34;39
2055.5;0;0;44;55
2056.5;0;0;43;41
2057.5;0;0;36;47
2058.5;0;0;45;33
2059.5;0;0;39;42
2060.5;0;0;45;46
2061.5;0;0;46;41
2062.5;0;0;31;45
2063.5;0;0;41;37
2064.5;0;0;41;40
2065.5;0;0;37;49
2066.5;0;0;47;41
2067.5;0;0;38;39
2068.5;0;0;36;36
2069.5;0;0;30;49
2070.5;0;0;41;27
2071.5;0;0;38;46
2072.5;0;0;38;40
2073.5;0;0;40;36
2074.5;0;0;43;38
2075.5;0;0;49;48
2076.5;0;0;43;41
2077.5;0;0;30;43
2078.5;0;0;48;50
2079.5;0;0;52;42
2080.5;0;0;45;30
2081.5;0;0;33;40
2082.5;0;0;50;44
2083.5;0;0;44;35
2084.5;0;0;33;38
2085.5;0;0;42;44
2086.5;0;0;37;45
2087.5;0;0;65;36
2088.5;0;0;38;39
2089.5;0;0;41;46
2090.5;0;0;55;38
2091.5;0;0;42;49
2092.5;0;0;41;48
2093.5;0;0;36;25
2094.5;0;0;36;40
2095.5;0;0;42;43
2096.5;0;0;49;41
2097.5;0;0;47;46
2098.5;0;0;38;39
2099.5;0;0;47;38
2100.5;0;0;38;31
2101.5;0;0;42;34
2102.5;0;0;42;37
2103.5;0;0;50;38
2104.5;0;0;41;48
2105.5;0;0;43;35
2106.5;0;0;46;40
2107.5;0;0;49;37
2108.5;0;0;31;51
2109.5;0;0;52;31
2110.5;0;0;45;37
2111.5;0;0;38;47
2112.5;0;0;36;43
2113.5;0;0;39;48
2114.5;0;0;38;43
2115.5;0;0;40;68
2116.5;0;0;45;35
2117.5;0;0;49;38
2118.5;0;0;43;31
2119.5;0;0;50;39
2120.5;0;0;51;49
2121.5;0;0;51;36
2122.5;0;0;30;50
2123.5;0;0;45;28
2124.5;0;0;34;44
2125.5;0;0;54;51
2126.5;0;0;56;42
2127.5;0;0;33;40
2128.5;0;0;37;42
2129.5;0;0;35;52
2130.5;0;0;46;39
2131.5;0;0;48;54
2132.5;0;0;53;38
2133.5;0;0;40;32
2134.5;0;0;41;36
2135.5;0;0;28;41
2136.5;0;0;41;47
2137.5;0;0;41;43
2138.5;0;0;58;45
2139.5;0;0;50;47
2140.5;0;0;38;36
2141.5;0;0;46;39
2142.5;0;0;48;42
2143.5;0;0;35;35
2144.5;0;0;39;45
2145.5;0;0;43;53
2146.5;0;0;34;32
2147.5;0;0;39;38
2148.5;0;0;38;42
2149.5;0;0;47;51
2150.5;0;0;55;35
2151.5;0;0;45;37
2152.5;0;0;45;42
2153.5;0;0;31;37
2154.5;0;0;35;36
2155.5;0;0;40;33
2156.5;0;0;45;31
2157.5;0;0;44;40
2158.5;0;0;32;46
2159.5;0;0;41;52
2160.5;0;0;46;52
2161.5;0;0;42;39
2162.5;0;0;53;43
2163.5;0;0;42;26
2164.5;0;0;35;43
2165.5;0;0;49;42
2166.5;0;0;38;34
2167.5;0;0;46;42
2168.5;0;0;48;44
2169.5;0;0;50;47
2170.5;0;0;34;45
2171.5;0;0;47;48
2172.5;0;0;43;37
2173.5;0;0;43;39
2174.5;0;0;41;46
2175.5;0;0;37;48
2176.5;0;0;34;45
2177.5;0;0;43;57
2178.5;0;0;41;41
2179.5;0;0;48;51
2180.5;0;0;42;47
2181.5;0;0;33;47
2182.5;0;0;39;31
2183.5;0;0;42;38
2184.5;0;0;43;31
2185.5;0;0;33;33
2186.5;0;0;36;60
2187.5;0;0;45;41
2188.5;0;0;39;35
2189.5;0;0;54;39
2190.5;0;0;30;50
2191.5;0;0;49;38
2192.5;0;0;42;42
2193.5;0;0;50;43
2194.5;0;0;41;51
2195.5;0;0;51;34
2196.5;0;0;43;35
2197.5;0;0;37;37
2198.5;0;0;34;40
2199.5;0;0;36;42
2200.5;0;0;39;54
2201.5;0;0;48;35
2202.5;0;0;36;41
2203.5;0;0;39;46
2204.5;0;0;39;46
2205.5;0;0;46;41
2206.5;0;0;43;44
2207.5;0;0;35;34
2208.5;0;0;38;40
2209.5;0;0;37;46
2210.5;0;0;35;37
2211.5;0;0;47;46
2212.5;0;0;37;53
2213.5;0;0;50;29
